"TransactionID,Timestamp,Amount,TransactionType,Location,IPAddress,UserID,IsFraud"
"TXN_940,2025-01-07 01:07:32,11.43,Purchase,Nagpur,205.155.201.18,User_61,0"
"TXN_1547,2025-01-07 06:12:16,7.4,Withdrawal,Pune,227.133.224.220,User_41,0"
"TXN_1006,2025-01-07 06:13:48,123.22,Payment,Island_C,96.215.133.52,User_96,1"
"TXN_1357,2025-01-07 09:20:00,11.63,Purchase,Pune,227.133.224.220,User_41,0"
"TXN_1878,2025-01-07 11:42:53,16.29,Payment,Mumbai,150.168.31.61,User_98,0"
"TXN_1230,2025-01-07 12:28:36,829.51,Transfer,Remote_A,233.80.147.20,User_92,1"
"TXN_1313,2025-01-07 13:37:48,80.66,Purchase,Nagpur,229.71.142.201,User_60,0"
"TXN_5,2025-01-07 16:07:04,15.89,Purchase,Island_C,213.90.236.129,User_93,0"
"TXN_666,2025-01-07 17:10:21,22.34,Payment,Pune,168.29.56.150,User_94,0"
"TXN_1928,2025-01-07 17:50:47,15.09,Withdrawal,Gurgaon,162.49.148.145,User_29,0"
"TXN_1343,2025-01-07 18:39:37,31.09,Transfer,Nagpur,226.201.64.104,User_25,0"
"TXN_1699,2025-01-07 20:48:22,33.58,Purchase,Nagpur,177.77.180.168,User_58,0"
"TXN_1137,2025-01-08 01:21:21,65.99,Purchase,Island_C,249.183.239.91,User_18,0"
"TXN_914,2025-01-08 02:39:54,453.86,Transfer,Island_C,45.179.145.202,User_4,1"
"TXN_908,2025-01-08 04:21:25,42.36,Purchase,Delhi,235.89.196.194,User_70,0"
"TXN_528,2025-01-08 04:31:26,21.07,Purchase,Noida,10.78.61.134,User_36,0"
"TXN_615,2025-01-08 05:25:15,231.77,Payment,Mumbai,10.78.61.134,User_36,0"
"TXN_1134,2025-01-08 05:49:20,136.52,Transfer,Nagpur,178.63.221.38,User_42,1"
"TXN_1957,2025-01-08 06:36:09,2.37,Payment,Nagpur,16.49.104.9,User_80,0"
"TXN_830,2025-01-08 07:54:57,44.67,Transfer,Gurgaon,130.92.132.34,User_63,1"
"TXN_209,2025-01-08 12:28:11,33.62,Purchase,Offshore_B,89.3.248.160,User_34,0"
"TXN_583,2025-01-08 15:43:21,37.82,Transfer,Noida,95.30.71.53,User_97,0"
"TXN_1273,2025-01-08 16:18:17,6.74,Purchase,Gurgaon,190.183.34.224,User_91,0"
"TXN_154,2025-01-08 17:12:34,25.34,Purchase,Nagpur,145.98.44.150,User_79,0"
"TXN_1656,2025-01-08 17:36:23,14.95,Purchase,Mumbai,69.121.53.231,User_69,0"
"TXN_194,2025-01-08 17:55:24,5.78,Purchase,Nagpur,18.242.181.64,User_8,0"
"TXN_322,2025-01-08 19:36:59,36.42,Payment,Delhi,242.181.71.120,User_54,0"
"TXN_1758,2025-01-08 19:57:01,52.08,Purchase,Island_C,63.242.180.92,User_84,0"
"TXN_787,2025-01-08 20:15:44,46.24,Transfer,Island_C,235.89.196.194,User_70,0"
"TXN_1827,2025-01-08 20:55:25,20.01,Purchase,Remote_A,105.134.244.18,User_50,1"
"TXN_793,2025-01-08 23:10:46,26.35,Purchase,Remote_A,28.213.41.228,User_100,0"
"TXN_345,2025-01-08 23:23:45,27.44,Transfer,Remote_A,173.102.100.65,User_76,1"
"TXN_1005,2025-01-08 23:58:45,40.38,Purchase,Noida,249.183.239.91,User_18,0"
"TXN_1543,2025-01-09 01:55:08,105.77,Purchase,Remote_A,150.168.31.61,User_98,0"
"TXN_910,2025-01-09 03:17:45,174.73,Withdrawal,Remote_A,116.102.154.75,User_14,1"
"TXN_933,2025-01-09 05:23:21,4.72,Purchase,Nagpur,130.92.132.34,User_63,0"
"TXN_1352,2025-01-09 06:18:20,3.31,Transfer,Pune,34.126.104.27,User_37,0"
"TXN_1061,2025-01-09 06:36:05,43.45,Purchase,Gurgaon,109.131.82.95,User_69,0"
"TXN_1936,2025-01-09 06:53:02,4.47,Purchase,Gurgaon,72.191.65.159,User_23,0"
"TXN_663,2025-01-09 10:05:44,19.44,Purchase,Gurgaon,115.236.14.234,User_20,0"
"TXN_895,2025-01-09 10:53:06,346.13,Payment,Nagpur,244.247.192.261,User_62,1"
"TXN_909,2025-01-09 12:09:07,38.3,Purchase,Remote_A,233.80.147.20,User_92,0"
"TXN_1734,2025-01-09 12:35:24,14.83,Payment,Mumbai,241.50.133.236,User_10,1"
"TXN_1232,2025-01-09 14:09:29,5.1,Purchase,Offshore_B,61.82.222.209,User_78,0"
"TXN_1454,2025-01-09 14:26:15,270.88,Transfer,Gurgaon,163.169.11.58,User_89,0"
"TXN_226,2025-01-09 14:51:22,59.68,Payment,Island_C,105.15.89.83,User_74,1"
"TXN_1910,2025-01-09 15:55:47,23.17,Payment,Offshore_B,242.181.71.121,User_54,1"
"TXN_741,2025-01-09 19:39:36,3.19,Purchase,Delhi,175.227.21.233,User_53,0"
"TXN_406,2025-01-09 20:07:06,37.44,Purchase,Mumbai,199.27.104.133,User_31,0"
"TXN_1294,2025-01-09 21:02:57,46.46,Purchase,Noida,72.191.65.159,User_23,0"
"TXN_548,2025-01-09 22:20:00,16.39,Transfer,Gurgaon,119.238.215.247,User_19,0"
"TXN_184,2025-01-10 00:27:33,157.89,Transfer,Mumbai,95.30.71.53,User_97,1"
"TXN_1354,2025-01-10 00:59:40,42.91,Purchase,Nagpur,10.78.61.134,User_36,0"
"TXN_1250,2025-01-10 02:29:44,4.24,Purchase,Delhi,130.134.15.9,User_95,0"
"TXN_57,2025-01-10 03:34:41,8.68,Purchase,Gurgaon,135.156.2.111,User_2,0"
"TXN_916,2025-01-10 06:46:58,26.55,Purchase,Gurgaon,136.37.18.89,User_99,0"
"TXN_1867,2025-01-10 08:23:00,245.08,Purchase,Nagpur,229.71.142.189,User_60,1"
"TXN_1315,2025-01-10 10:05:36,20.29,Transfer,Pune,220.148.128.100,User_90,0"
"TXN_1231,2025-01-10 10:50:53,32.53,Transfer,Island_C,205.155.201.18,User_61,1"
"TXN_576,2025-01-10 12:33:45,2.2,Transfer,Remote_A,119.192.36.146,User_86,0"
"TXN_1961,2025-01-10 13:42:45,19.01,Purchase,Gurgaon,16.49.104.9,User_80,0"
"TXN_1895,2025-01-10 15:19:04,18.39,Purchase,Gurgaon,24.138.54.86,User_28,0"
"TXN_729,2025-01-10 15:54:36,11.71,Payment,Island_C,227.133.224.220,User_41,0"
"TXN_145,2025-01-10 17:40:48,26.05,Purchase,Pune,229.79.44.183,User_5,0"
"TXN_636,2025-01-10 19:42:46,3.84,Purchase,Mumbai,241.50.133.236,User_10,0"
"TXN_1026,2025-01-10 19:50:15,63.78,Transfer,Gurgaon,131.12.227.101,User_38,1"
"TXN_1120,2025-01-10 20:35:02,57.44,Purchase,Nagpur,119.192.36.146,User_86,0"
"TXN_1078,2025-01-10 23:19:56,13.09,Purchase,Mumbai,226.201.64.104,User_25,0"
"TXN_700,2025-01-10 23:45:21,16.69,Purchase,Mumbai,92.8.57.49,User_24,0"
"TXN_1270,2025-01-11 00:10:41,69.14,Purchase,Remote_A,172.11.94.37,User_43,0"
"TXN_485,2025-01-11 00:31:41,9.43,Purchase,Offshore_B,219.123.87.131,User_44,0"
"TXN_1605,2025-01-11 01:20:46,12.39,Purchase,Pune,242.181.71.120,User_54,0"
"TXN_1592,2025-01-11 01:36:12,1.08,Transfer,Mumbai,219.123.87.131,User_44,0"
"TXN_319,2025-01-11 02:44:11,27.78,Purchase,Noida,105.15.89.83,User_74,0"
"TXN_1041,2025-01-11 02:45:48,108.19,Purchase,Pune,146.123.159.103,User_93,0"
"TXN_851,2025-01-11 03:10:31,10.77,Purchase,Mumbai,87.159.88.145,User_11,0"
"TXN_805,2025-01-11 04:02:27,13.01,Purchase,Noida,160.252.188.171,User_47,0"
"TXN_1123,2025-01-11 04:37:34,78.29,Purchase,Offshore_B,203.71.154.202,User_22,1"
"TXN_727,2025-01-11 05:10:29,20.46,Purchase,Noida,72.191.65.159,User_23,0"
"TXN_1706,2025-01-11 05:28:12,15.78,Transfer,Remote_A,84.148.51.246,User_46,0"
"TXN_418,2025-01-11 09:50:11,22.55,Purchase,Gurgaon,244.247.192.247,User_62,0"
"TXN_1521,2025-01-11 09:50:47,68.1,Transfer,Remote_A,115.236.14.234,User_20,0"
"TXN_1369,2025-01-11 10:14:36,12.89,Transfer,Pune,121.165.71.175,User_12,0"
"TXN_182,2025-01-11 11:44:24,8.52,Purchase,Gurgaon,173.102.100.65,User_76,0"
"TXN_117,2025-01-11 12:27:21,55.87,Purchase,Remote_A,175.227.21.233,User_53,1"
"TXN_482,2025-01-11 12:36:33,7.72,Purchase,Mumbai,131.12.227.101,User_38,0"
"TXN_1643,2025-01-11 14:18:38,18.55,Withdrawal,Pune,61.82.222.209,User_78,0"
"TXN_743,2025-01-11 15:18:08,10.75,Purchase,Island_C,199.27.104.133,User_31,0"
"TXN_1673,2025-01-11 16:27:07,13.58,Purchase,Island_C,159.41.148.57,User_7,0"
"TXN_988,2025-01-11 18:14:33,48.3,Payment,Offshore_B,95.30.71.53,User_97,0"
"TXN_1188,2025-01-11 19:16:53,49.3,Purchase,Gurgaon,168.29.56.150,User_94,1"
"TXN_1812,2025-01-11 20:33:11,23.26,Purchase,Pune,178.63.221.38,User_42,0"
"TXN_41,2025-01-11 20:41:23,42.03,Purchase,Mumbai,117.32.31.157,User_71,0"
"TXN_549,2025-01-11 21:32:04,29.11,Payment,Noida,252.205.151.100,User_6,0"
"TXN_1975,2025-01-11 21:56:17,19.71,Purchase,Pune,205.155.201.18,User_61,0"
"TXN_1235,2025-01-11 23:02:53,8.99,Transfer,Pune,130.92.132.34,User_63,1"
"TXN_144,2025-01-12 02:24:34,24.16,Purchase,Pune,188.165.178.150,User_64,0"
"TXN_936,2025-01-12 03:18:28,12.16,Transfer,Pune,87.159.88.145,User_11,0"
"TXN_1260,2025-01-12 04:32:49,19.0,Purchase,Noida,18.242.181.64,User_8,1"
"TXN_1982,2025-01-12 04:33:49,5.06,Purchase,Nagpur,63.242.180.92,User_84,0"
"TXN_1193,2025-01-12 05:04:22,11.01,Transfer,Delhi,226.201.64.104,User_25,0"
"TXN_1670,2025-01-12 05:51:40,34.7,Payment,Remote_A,168.29.56.150,User_94,0"
"TXN_86,2025-01-12 05:57:03,12.16,Payment,Island_C,168.70.34.113,User_85,0"
"TXN_1806,2025-01-12 09:03:17,14.67,Transfer,Offshore_B,227.133.224.220,User_41,1"
"TXN_130,2025-01-12 09:15:38,12.14,Purchase,Pune,205.235.27.22,User_27,0"
"TXN_1311,2025-01-12 09:42:40,19.59,Withdrawal,Gurgaon,56.192.223.22,User_16,1"
"TXN_1131,2025-01-12 11:43:03,27.7,Withdrawal,Delhi,203.71.154.202,User_22,0"
"TXN_1731,2025-01-12 15:07:52,16.06,Withdrawal,Pune,201.37.226.196,User_73,0"
"TXN_694,2025-01-12 15:31:53,37.19,Withdrawal,Nagpur,199.27.104.133,User_31,0"
"TXN_1203,2025-01-12 16:48:41,22.7,Purchase,Offshore_B,226.201.64.104,User_25,0"
"TXN_142,2025-01-12 20:04:58,74.23,Purchase,Mumbai,31.152.236.140,User_15,0"
"TXN_1245,2025-01-12 20:04:59,10.49,Purchase,Gurgaon,45.179.145.202,User_4,0"
"TXN_1920,2025-01-12 20:12:17,12.53,Purchase,Gurgaon,208.208.36.88,User_82,0"
"TXN_1914,2025-01-12 23:15:37,33.14,Transfer,Noida,136.37.18.89,User_99,0"
"TXN_1768,2025-01-12 23:23:57,16.85,Transfer,Delhi,17.81.118.25,User_66,0"
"TXN_797,2025-01-13 00:21:08,67.23,Transfer,Nagpur,136.37.18.93,User_99,1"
"TXN_1163,2025-01-13 01:31:13,5.0,Purchase,Island_C,102.225.93.115,User_28,0"
"TXN_290,2025-01-13 02:10:45,10.78,Transfer,Pune,37.230.193.35,User_75,0"
"TXN_1089,2025-01-13 02:15:06,15.5,Purchase,Pune,239.79.154.161,User_33,0"
"TXN_1740,2025-01-13 02:15:33,111.12,Purchase,Offshore_B,146.123.159.103,User_93,1"
"TXN_1494,2025-01-13 03:34:05,24.16,Purchase,Pune,45.163.165.100,User_85,0"
"TXN_882,2025-01-13 04:42:09,11.81,Purchase,Gurgaon,206.102.128.35,User_13,0"
"TXN_61,2025-01-13 08:03:38,12.44,Purchase,Nagpur,95.30.71.53,User_97,0"
"TXN_1202,2025-01-13 09:08:33,13.07,Purchase,Noida,183.243.165.195,User_68,0"
"TXN_1687,2025-01-13 09:39:54,12.62,Transfer,Pune,219.123.87.131,User_44,0"
"TXN_287,2025-01-13 11:19:41,17.26,Purchase,Pune,40.255.118.14,User_88,0"
"TXN_964,2025-01-13 14:38:16,96.85,Transfer,Remote_A,205.235.27.22,User_27,1"
"TXN_416,2025-01-13 16:31:20,9.5,Transfer,Gurgaon,160.252.188.171,User_47,0"
"TXN_1977,2025-01-13 17:47:50,61.81,Purchase,Island_C,121.165.71.175,User_12,0"
"TXN_671,2025-01-13 18:06:05,69.83,Payment,Pune,208.208.36.88,User_82,0"
"TXN_1667,2025-01-13 20:07:07,7.39,Purchase,Noida,181.3.236.207,User_26,0"
"TXN_44,2025-01-13 20:27:40,14.86,Withdrawal,Noida,241.199.32.45,User_57,0"
"TXN_1865,2025-01-14 03:56:47,74.02,Purchase,Delhi,177.77.180.168,User_58,0"
"TXN_782,2025-01-14 06:14:13,16.4,Purchase,Noida,145.98.44.154,User_79,1"
"TXN_149,2025-01-14 07:19:57,33.85,Purchase,Island_C,218.217.75.8,User_50,0"
"TXN_640,2025-01-14 07:44:47,5.5,Purchase,Pune,229.79.44.183,User_5,0"
"TXN_167,2025-01-14 08:35:26,45.7,Purchase,Remote_A,50.183.107.90,User_56,0"
"TXN_347,2025-01-14 09:21:42,4.72,Purchase,Gurgaon,116.102.154.79,User_14,0"
"TXN_1204,2025-01-14 09:39:09,34.58,Purchase,Pune,65.144.63.14,User_1,0"
"TXN_1438,2025-01-14 10:18:09,100.22,Purchase,Gurgaon,57.254.97.214,User_83,0"
"TXN_90,2025-01-14 10:33:13,33.56,Purchase,Noida,241.50.133.236,User_10,0"
"TXN_1940,2025-01-14 17:17:54,22.15,Purchase,Delhi,69.121.53.231,User_69,0"
"TXN_1648,2025-01-14 18:56:23,53.82,Purchase,Mumbai,205.155.201.18,User_61,0"
"TXN_443,2025-01-14 19:43:18,2.54,Transfer,Nagpur,168.206.34.12,User_65,0"
"TXN_34,2025-01-14 20:45:35,6.97,Purchase,Mumbai,136.37.18.89,User_99,0"
"TXN_26,2025-01-15 00:09:01,22.44,Purchase,Noida,40.255.118.14,User_88,0"
"TXN_253,2025-01-15 03:24:14,167.7,Purchase,Remote_A,84.148.51.246,User_46,0"
"TXN_1013,2025-01-15 04:04:44,160.01,Transfer,Gurgaon,50.183.107.90,User_56,0"
"TXN_1877,2025-01-15 07:30:38,11.45,Purchase,Noida,242.181.71.120,User_54,0"
"TXN_978,2025-01-15 07:42:11,1.78,Payment,Delhi,74.58.19.217,User_72,0"
"TXN_1444,2025-01-15 08:42:09,5.49,Transfer,Noida,229.71.142.201,User_60,0"
"TXN_961,2025-01-15 09:06:27,119.0,Transfer,Nagpur,65.144.63.14,User_1,1"
"TXN_417,2025-01-15 09:14:52,458.83,Transfer,Gurgaon,63.242.180.92,User_84,1"
"TXN_785,2025-01-15 09:45:12,155.57,Purchase,Nagpur,45.226.160.134,User_17,1"
"TXN_450,2025-01-15 09:47:38,6.96,Transfer,Remote_A,149.150.27.194,User_24,0"
"TXN_1314,2025-01-15 10:24:17,35.09,Transfer,Offshore_B,201.37.226.196,User_73,0"
"TXN_1749,2025-01-15 12:04:07,24.28,Purchase,Mumbai,96.215.133.52,User_96,1"
"TXN_1882,2025-01-15 13:32:11,101.05,Purchase,Offshore_B,74.58.19.217,User_72,0"
"TXN_937,2025-01-15 13:43:01,7.23,Purchase,Gurgaon,119.238.215.247,User_19,0"
"TXN_1654,2025-01-15 14:09:59,14.11,Payment,Delhi,72.191.65.159,User_23,0"
"TXN_775,2025-01-15 15:10:18,37.41,Purchase,Island_C,80.129.14.183,User_74,0"
"TXN_123,2025-01-15 15:19:08,81.68,Transfer,Nagpur,205.235.27.22,User_27,0"
"TXN_1383,2025-01-15 17:33:57,173.7,Payment,Mumbai,210.117.121.209,User_75,0"
"TXN_339,2025-01-15 18:10:09,30.35,Purchase,Pune,45.179.145.202,User_4,0"
"TXN_1372,2025-01-15 18:16:14,111.24,Purchase,Island_C,37.230.193.35,User_75,0"
"TXN_767,2025-01-15 19:57:13,19.39,Purchase,Mumbai,162.49.148.145,User_29,0"
"TXN_162,2025-01-15 20:04:31,44.13,Purchase,Remote_A,162.49.148.145,User_29,0"
"TXN_788,2025-01-15 21:35:32,128.68,Withdrawal,Remote_A,100.0.25.83,User_3,1"
"TXN_947,2025-01-15 22:18:43,4.37,Purchase,Mumbai,136.37.18.89,User_99,0"
"TXN_1412,2025-01-15 22:28:46,35.03,Purchase,Mumbai,180.54.255.240,User_67,0"
"TXN_1773,2025-01-15 23:27:56,10.78,Transfer,Gurgaon,80.200.197.179,User_48,0"
"TXN_1860,2025-01-16 02:36:18,26.06,Withdrawal,Gurgaon,154.84.126.161,User_48,0"
"TXN_1704,2025-01-16 02:58:48,60.93,Purchase,Offshore_B,135.224.146.58,User_77,0"
"TXN_1611,2025-01-16 03:13:14,65.33,Purchase,Nagpur,116.102.154.79,User_14,1"
"TXN_1367,2025-01-16 05:29:58,19.54,Transfer,Gurgaon,241.199.32.45,User_57,0"
"TXN_24,2025-01-16 07:14:07,4.83,Purchase,Noida,61.82.222.209,User_78,0"
"TXN_996,2025-01-16 07:30:49,33.64,Withdrawal,Remote_A,241.199.32.61,User_57,1"
"TXN_925,2025-01-16 07:49:35,66.36,Purchase,Nagpur,172.11.94.37,User_43,0"
"TXN_554,2025-01-16 08:01:09,25.9,Purchase,Mumbai,180.54.255.240,User_67,0"
"TXN_1338,2025-01-16 08:15:22,14.84,Withdrawal,Noida,146.123.159.103,User_93,0"
"TXN_1112,2025-01-16 08:18:13,24.96,Withdrawal,Delhi,172.11.94.37,User_43,0"
"TXN_1268,2025-01-16 08:29:41,8.13,Purchase,Offshore_B,130.134.15.9,User_95,0"
"TXN_1342,2025-01-16 15:42:07,20.15,Purchase,Noida,57.254.97.214,User_83,0"
"TXN_866,2025-01-16 20:18:32,13.63,Withdrawal,Mumbai,206.102.128.35,User_13,0"
"TXN_1177,2025-01-16 21:32:35,3.7,Purchase,Nagpur,74.58.19.217,User_72,0"
"TXN_1660,2025-01-17 00:08:29,62.8,Transfer,Remote_A,87.159.88.145,User_11,1"
"TXN_924,2025-01-17 00:59:51,9.97,Purchase,Mumbai,133.94.120.216,User_40,0"
"TXN_1531,2025-01-17 01:16:22,23.12,Transfer,Nagpur,205.155.201.18,User_61,0"
"TXN_1347,2025-01-17 01:20:42,1.56,Payment,Nagpur,45.226.160.129,User_17,0"
"TXN_1663,2025-01-17 05:35:26,2.41,Purchase,Nagpur,219.123.87.131,User_44,0"
"TXN_1771,2025-01-17 07:39:07,20.98,Purchase,Mumbai,163.169.11.58,User_89,0"
"TXN_1635,2025-01-17 08:37:38,14.37,Transfer,Delhi,136.37.18.89,User_99,0"
"TXN_799,2025-01-17 09:00:08,20.66,Purchase,Island_C,117.32.31.157,User_71,0"
"TXN_814,2025-01-17 10:49:09,24.45,Payment,Delhi,153.13.215.23,User_21,0"
"TXN_247,2025-01-17 11:10:33,12.49,Purchase,Offshore_B,229.71.142.201,User_60,0"
"TXN_1737,2025-01-17 11:40:26,7.0,Transfer,Pune,229.79.44.183,User_5,0"
"TXN_1451,2025-01-17 12:02:40,27.35,Purchase,Noida,194.173.235.184,User_59,0"
