Revenue,Expenses,Profit Margin %,Marketing Cost,Development Cost,R&D Investment,Customer Acquisition Cost,Employee Cost,Cloud Infrastructure Cost,Operational Efficiency %,Quarter
5196861.235869124,2549020.35775682,8.52460613968192,415388.20538949076,1125679.3246257077,112773.77867183508,283.35065141819683,1266237.3671237798,87539.60294829245,83.53975976552223,Q2
5738466.5799954105,2342223.683546855,13.321076503549358,307954.34019936586,724174.4518025026,397248.5094949364,289.7169990848855,2082380.4206182584,322470.87329437945,79.1486550036191,Q3
5171368.281189971,3194949.76919353,23.345107626446964,630868.5992420217,759283.9279795276,577225.1596669744,149.45207636018887,2025443.850928009,296701.78550833405,79.63288530118106,Q1
4884351.71761176,3195973.256886978,13.702043243181976,597530.1766937992,683663.8172102713,566125.921454787,256.1020073807231,2086670.8321852041,109541.6113426067,75.43514668643466,Q1
4698896.304410711,2594445.459703096,7.4842852344094695,485123.6204330926,597048.6538614266,354290.3743413728,307.42759209128917,2121976.59895425,248279.5463671636,80.58139514518507,Q2
3521478.0096325725,2623169.3555053417,13.771284679570279,776995.5494071499,670144.4909867985,339778.79396382195,312.78851135979204,1888398.8726825975,164791.766061406,49.70439922305697,Q2
4280155.791605291,3185639.949886109,13.636382151261648,339487.28505107714,555211.9466475487,446877.42560750234,217.78598872592335,2744931.719301041,218444.10507317417,72.03392540930201,Q1
4539361.229040213,1841532.5268021408,1.5155667852921422,271171.2243612892,806816.6936518452,300161.4560811708,401.2566272691761,1199548.0107617422,220595.68903094454,77.4132193491678,Q1
6057122.226218916,1874028.9804987558,14.728525667410938,396213.78951781336,646005.3537882717,430179.1899819466,230.70601214283994,1585751.487609877,183591.45397785745,63.48985916380493,Q2
5343618.2895684615,2425244.6229980513,13.84532734895661,493162.0975466753,846757.1823581496,476608.027838469,377.55657604213894,1948372.6199254764,145136.40340895223,78.86323317811559,Q1
3236959.8446372664,2829242.278630522,18.48103182406709,536500.9173984037,488820.8707592745,522693.32238843077,334.1755489497348,1178405.5944229164,151662.12633786185,72.95528779013878,Q4
5324083.969394795,3248726.052478404,24.244780474726724,463814.59132155054,866176.0464428915,389984.5923520047,248.30181521249574,1912072.7977839643,135866.56591631303,92.5547569831549,Q2
4614917.719583684,4180284.9735596413,20.632825147738785,552808.3094771445,966705.7923217849,379632.6249823034,442.024871408761,2830735.082864009,141772.44542386886,90.73019725214857,Q1
4323077.999694041,3686127.6985616153,13.655556547225848,312269.0863714334,401252.8714857089,312201.7413243439,204.5090534594816,2010443.2441479808,195297.51969654515,70.34194430881837,Q2
5611676.288840868,2872049.1760292584,9.467370456291649,716564.6906109889,874811.3139695144,317311.964596014,373.5323338888001,2115350.4528593416,149896.80076224738,73.49162288433304,Q3
6030999.522495951,2984787.033677849,27.866799016249303,487677.3232411147,1045533.7984946584,377352.1108098473,380.0465854434383,1369917.6174137099,247743.6445998834,74.26052434391607,Q2
5931280.119116198,2197976.508289753,15.296092170072441,667594.3747382192,558071.7962617589,436736.5506816178,246.3503832738684,1691819.2959802612,304107.2308735149,70.48340523840378,Q2
4160782.4767773617,2985189.491206088,15.069646459564732,551408.8019566556,1134514.4773675406,491358.46262332494,411.3972240051463,1812401.8098380314,159396.273104097,76.95024984028127,Q3
4690787.624148785,2769073.088863889,14.879374564449984,568512.9828730676,883803.8018732091,319682.1049319655,279.99627883208376,1841142.451621883,216758.3150374764,67.4171793111241,Q4
5331263.431403564,3258174.8482704717,15.990423803839274,585465.0920348306,658997.6288483182,549268.8568959521,323.0954903423886,2640821.8975018845,234977.95772120537,63.693846650624735,Q1
5975545.127122359,2338215.2451581415,14.278197940380288,567156.2840025972,788846.1844684588,372887.6398957431,320.82574710169763,2278845.5303625623,233040.1589643492,81.22711223900268,Q3
4520825.7621547105,3415477.2113929377,12.131689965598818,596408.4139801316,911665.3825043445,397863.27056515636,289.25530068235616,1444271.021531484,205316.86875412613,81.29529584221811,Q2
4814341.023336183,4226191.130402062,12.265705293798039,699372.8795198647,815201.0782824823,325278.83208521764,364.86466185278255,2123252.3892160025,251987.76928518058,66.95684240340007,Q1
3893665.025993972,2912991.881234514,14.836233648920008,529478.1754552205,907751.1984892739,157575.97397270583,363.47909764417705,2249110.8742483924,233757.42668764602,83.95355430762599,Q3
3803793.375919329,3321369.3776791533,12.282876144331176,606350.5636382769,615865.2813841267,488404.53963610495,160.11744214094554,2570074.5192606333,113363.63043708914,68.68422270834668,Q1
5812525.822394198,3552115.19336889,11.435771086614178,486539.645856916,833872.1648072156,473684.3897092433,404.3472194302522,2790270.343284187,260840.92450724912,77.53165238037981,Q1
6356240.028570823,2679023.622491331,15.532151138459485,716017.582317421,517257.10061900393,371867.2442881787,167.00064095714606,1492452.9040860657,262110.35860867193,83.20344012612456,Q3
4927989.878419667,3179273.9854483334,13.725113912895724,398541.15469110955,777754.7877302599,406699.0717224872,382.6036963473326,1594571.244394831,146569.97270749928,74.66387435296286,Q1
6003532.897892024,3010073.920625436,22.519964942913443,770141.0649366223,619218.4717070421,451593.9217704099,390.13641094620664,1371211.0705426917,202655.64848133214,79.54740912141135,Q4
5361636.025047634,3078140.8788390653,1.745150958034941,493976.3074033485,652894.0114820467,243745.41431134572,212.72268558278415,1882990.0704465094,247833.02949677486,69.83570356112428,Q3
4354880.245394876,2381592.172915627,20.45753425961231,285383.7346822928,1047218.6350420874,347094.73226537055,267.13485696363324,2233179.187223167,185348.0326294447,73.03533416571902,Q4
5361395.605508414,3019608.139407154,21.230425962488145,519215.6622366184,1018262.0241188537,479426.4679621827,211.54362652112513,2493667.2582945507,275108.4633436208,72.9414056911966,Q2
6538036.566465969,3398398.63299636,4.633048837959253,397842.2513787679,921827.6241814354,274571.0576830751,282.80631757690117,1962024.4881787386,365471.0746233553,67.53421653459762,Q1
4964173.960890048,4160914.8862360334,13.286562029598256,626096.5323483086,581537.4470654842,429355.79321666295,275.3572572651407,1840076.238372578,144980.97771555124,73.23225836884218,Q2
6564643.655814006,3767416.6608681655,13.142795670021043,402106.40310464136,736718.3100610396,264341.8195376595,362.37284258154716,2075878.9961243703,103326.87777923576,59.51381701136253,Q2
2380254.8959102556,4722545.966009245,7.962441526410894,433072.485017783,1042619.5399958367,446642.99824335263,404.82469968956866,1582428.5491849885,221267.3016923413,70.08846252857896,Q1
5821902.504375224,2386121.9496895606,11.110916562045624,216568.89035817038,828343.382727981,396435.85177025164,411.65470486319646,3044769.3608473865,250509.37535883003,72.15124506630329,Q3
5087047.068238171,3697856.5093765426,9.447120772670857,432154.0521126385,1263865.9079963388,238486.81840944904,255.02655787373584,1196169.4864409706,183839.35383086617,72.4382024750462,Q1
4700992.649534132,3146673.6045906814,23.761352217118116,136418.10100565653,878663.5678788744,516473.9354457171,283.26225010043777,2092370.2894478622,301728.24643247237,72.58502554129221,Q2
5091760.776535503,4751842.346574138,19.678391965737305,262414.57647714147,838409.8232980063,326540.84232019505,165.32494462232398,3011803.1096148198,106297.59401937258,74.38235800139871,Q2
3012431.085399107,2353361.371715879,21.357775474970794,614062.1984216446,738176.7071594998,318974.75629856193,235.53039468030488,2003399.922279999,248504.30361221277,79.79441518086064,Q3
4780328.1121624885,2328222.5262553794,18.608360320216175,617870.0237976249,826708.1809564565,420056.91972309427,377.1881306477966,1904980.4824992528,157589.74254687747,83.74517074132523,Q1
5357112.571511746,2520485.8836447825,9.354741143913854,563818.6342677447,769506.0327238912,514863.7349428715,429.24662588385854,1821277.2885947863,320356.45343451074,68.50234773151733,Q2
6477894.044741516,1300883.4205521545,12.377398668601131,354953.57853061805,941621.7353377182,298417.8181021603,201.25209024960623,1909804.159118796,339476.07472176827,62.967991446108556,Q4
4481729.781726353,2579395.982655391,17.44687280613959,492843.29657870304,991340.4633589168,406167.9849847972,252.60285926776845,2686424.237338265,146334.03885516565,64.57955587756896,Q2
4191506.3971068123,2392693.8707570415,8.889360955540273,499459.6191364147,642802.1078984101,442881.6500330573,297.88753944328585,894069.0443352466,161531.0004863994,70.12797078805073,Q2
4498242.956415463,3120315.0291809663,18.56499215086194,326245.29662111856,533753.4092884443,469310.56072631443,322.41289270556854,2766716.850648163,260171.15208858612,71.48078682183491,Q3
5915402.117702074,3273404.7806217275,13.798373009209325,725509.7452650726,432758.9253793407,417644.1555277225,235.23171840626833,1288021.4237749274,172900.85451473398,67.30003933802543,Q4
5328751.109659685,4500936.671372709,13.125895962252013,631604.3435863507,901598.2653825087,363297.21609166777,333.92488355712715,1866673.8353827926,196821.21474474334,62.038833357501055,Q2
4470239.796232961,3760339.0705488403,18.554799841017456,466855.37392555043,579326.6787652252,317240.97793512803,262.0928522343267,1785377.789850669,201777.18943796871,70.43879172525811,Q2
5513267.433113356,2538477.0754700773,17.2213165574302,504032.87584917963,369421.8814095034,408614.38830463745,298.84381832973764,2294276.63488536,65622.87906616405,76.81426620113972,Q4
5097077.5493480405,2281268.2629213138,13.1951691709046,531257.4211921329,877715.7209061928,292786.0988014393,343.702739840296,1200937.8240581262,199031.3577734034,80.95029465835565,Q1
5968644.990532889,3393535.3372052046,20.79664901682124,193739.7697363564,1298599.9034865582,107864.95165053924,300.513781584875,2231086.3330409713,151719.05581550783,69.42576946891678,Q1
4297946.906122647,1943813.4343834862,9.594683362000513,462923.39262191043,798785.8176920214,443655.98041576677,265.0891287578745,3012154.8116434263,165481.40243201595,70.87002177856566,Q2
4672337.853402232,4465167.012683483,18.07967803472132,397702.3628003302,967698.1548903284,490393.4841086195,291.23121568593353,1318412.9977035946,301054.240242817,65.73301691152689,Q2
4607891.846867843,3943552.0965770297,17.96550628984192,349756.9985157627,816365.871709513,163706.75644581617,292.9309632635732,2094853.0838051978,112044.51740045205,74.68560829625224,Q1
3536485.0518678813,2624659.4783162363,13.452267803430049,457834.95606710674,780222.0693617715,299026.92952900624,270.39911760942977,1669008.9111016954,256924.36307235842,66.51571365809185,Q3
5296120.277064576,1629492.376727298,16.63066511121059,769652.9790274284,983815.2965975536,461915.4261005198,279.2963149866318,2212943.6030965177,180472.5948767734,80.731278132412,Q4
5261055.2721798895,4083097.8993323306,8.744432118073485,596126.4291900515,741945.0911622697,605749.5469711699,427.8917736403773,2009573.888707876,180416.78820529158,57.14133508065889,Q4
5005113.456642461,2908368.1237979056,19.620135096034506,414323.1515325805,853478.4628143806,402079.37076754076,344.8735558352991,1679256.5454778452,255326.03272361978,71.40370327547538,Q3
4765412.866624853,3990253.049578769,14.075489317785054,585887.4172034238,864339.5612392027,327199.70587708656,276.36157455766715,2243936.142435537,223803.59061982232,78.01107339191742,Q3
3584629.257949586,1724457.8729645063,12.386384897404803,709903.3154879003,666381.9092713902,381710.355889516,355.75635236085884,2902174.0548933716,239942.90980536718,76.83834516322504,Q3
4579354.677234641,2520499.9816369815,20.245046129184445,638695.0524369153,998408.4699073045,537487.6419148184,273.2944408195192,1904548.1041363506,267772.9262373003,101.93033663980496,Q3
4657285.48347323,3004194.9597745463,11.478281547286205,508944.5554880261,765008.0486609183,335403.58208754647,393.8499710069313,2359878.971074091,176808.41317716741,78.49800024567908,Q3
4197722.730778381,3037584.4750117934,7.957693518182202,402959.4833441639,648850.968101431,320080.7993349746,329.57137537584754,1353363.5210644181,157143.4285844575,64.9594540315799,Q3
4838714.288333991,2639947.622816605,7.216854132380481,604733.4970420385,907301.9687140808,351725.64778179675,291.4158284796617,1521781.8115909956,124039.46314095413,74.04535752910927,Q4
5404050.856814538,3498279.945877999,18.030049756728197,559022.8078132625,620306.4036417925,304667.13917412877,335.8173540648222,2236203.1389401886,142221.26290147315,57.23753666533548,Q3
6886185.90121053,2145903.6564939246,8.597853237518585,634278.9830041599,805636.2314738256,412267.03159947955,174.32990783452004,2742058.0142679824,406436.60977161076,74.1940025070324,Q1
5174577.812831839,2886096.411982965,23.77397090992182,595275.7702522954,798176.2006711593,562467.8458469561,209.8586024872156,2177806.67439283,287127.5706515751,66.66943942999241,Q3
5257550.390722765,3096236.505369519,4.59035296058139,657432.9072979003,1017179.1131663156,432307.9273116029,204.48599948807555,1843470.9847384228,105424.7943654385,84.15390275560162,Q3
4925554.084233833,3411551.067246999,23.48228184145019,419714.7182659148,894939.6465759906,374764.6497873712,311.4354475810965,1999645.702711677,107427.9430279501,69.50459725404465,Q4
3081228.7847009585,3569291.902471112,16.05508733601309,697609.1098451489,794994.6082509712,370818.8731084456,438.60119995880734,1374796.1330151414,233730.62432029442,73.83234084204753,Q4
4973486.124550783,2100286.3265297045,14.516434440648037,529639.9407038599,963553.2598400575,243680.91913033428,478.50401169541055,2302257.6631776835,238308.5358164577,68.64442158595597,Q3
5060230.209941027,1772708.6634115023,12.275404565955252,811289.1308937898,1078041.5098034628,488310.9777147159,351.0440881152606,2441166.5311617046,238421.86847221552,92.38851351853332,Q4
7463242.112485286,4022141.457518807,16.995680571760353,396621.8272865648,911562.0612703725,392216.2802987198,340.06755799555657,1773954.8335834597,182153.09445124114,71.78757233882088,Q2
4807639.035218878,3265851.209583673,14.811826487875758,760394.5704747874,802070.5239686761,381952.00864093745,155.91538126778087,1764978.9261202493,191218.20179979698,93.32557043479201,Q4
5301547.342333612,2401210.7707547573,20.516509410082605,529686.6175193972,537632.7535299681,719310.7567844861,256.58609602127825,2132939.114826024,222951.56669115502,83.14151762118266,Q4
4965288.230294757,4240921.580418019,15.571138243310198,402287.29945783276,586977.2673849255,429875.29083656863,236.97729984734087,1781640.1319797023,206012.51044053314,79.82066727335386,Q4
3831321.962380468,3092539.707434287,15.751508807309389,427417.1248918518,738955.0591290665,324820.89499048155,250.33219213991072,1966933.6926870889,44648.97390767254,78.68733147317519,Q4
6142822.814515021,3943437.7472510613,13.18193893893072,451947.90377085196,678097.5595681433,357364.24037944566,286.54849451321684,3049860.894583258,183914.02585973643,78.93797298216252,Q1
5751933.032686774,3054014.7851280873,14.715271881394663,563624.8919602875,762605.7394029108,514844.57091967546,262.2327537842298,1876487.1496270017,140401.54960177804,55.7232742065439,Q1
5791031.947043047,4648598.33990559,16.539008844460295,578425.3232053249,811329.9849794215,411327.04105377645,141.65601516993698,1820829.9239893889,212264.79932359586,72.21116605849244,Q1
4090612.545205261,4404272.673954563,6.449158036716872,413944.99940921314,905938.5508713461,256172.20216826332,359.8328204894027,1676229.0971824205,408968.1301822387,83.45157971184321,Q3
6402794.310936099,2800828.681216741,8.259072889471435,496346.81116085255,785900.2443881817,491922.89345752035,214.18055794081548,2372095.9857499683,225723.7165832013,74.51102816525895,Q3
3598148.9372077193,3777256.760763484,18.716320470113576,821340.5537917796,897300.3287652404,333185.5914461006,319.13974912889194,1909387.9133909484,178052.92196793214,60.94810153196425,Q2
5586857.09380027,3516300.759668118,15.85432719063971,759131.4755151067,812894.8829620241,587329.7776217546,465.9266135799979,1675313.480839287,264526.10513840767,74.4759554942253,Q1
7190455.625809979,4094905.246025879,14.080083318236603,565448.5504511048,404906.68672922574,508004.80657146487,226.44923267308613,2660652.016136506,233788.1521046449,92.04105516255491,Q3
4009463.6748693115,2228061.231535916,15.092169665326965,505700.52172523004,612132.9212362492,355267.8104341249,97.57699818029363,2709801.5022568186,229406.6143316289,87.4689171553472,Q4
4433702.270397228,3548841.1679987516,16.737908526808354,518004.6990077392,771182.488855677,528101.6361735113,277.11966224959116,1699788.2171306475,242479.54152509698,74.37995990633968,Q4
5099651.365087641,3846739.5894796704,12.301201598453193,592027.6959095625,558061.0514317785,406785.5510527403,388.0767707998857,1066730.024319692,343958.0495380679,84.51449277058086,Q1
4496524.345883801,1593008.4108615087,11.108476372988436,346581.11522023915,919985.7459992409,485277.3675122219,456.6677963376475,2503756.844918461,120837.8095271859,71.33492979631949,Q2
3449336.5689338674,2053393.18986738,15.979226275488408,461393.51938649826,1106150.1664687395,448473.2817294475,201.63603244380664,1657685.087119998,233154.24537680182,57.96128413173281,Q2
5068562.9748060275,1368614.2577919196,10.10813611192484,249712.3889183616,1043752.3703394633,315364.33450091264,339.7359378589217,2395312.7995813843,135153.32090129232,65.75534011870445,Q4
3937696.286273895,2784474.5324443537,17.041263778572358,559883.4683907919,757311.4258139584,335645.0167682538,262.77516345759574,1014948.0911440823,238885.8852439574,90.62888768508198,Q2
5473592.430635181,3574033.80463677,6.487081978810798,597079.3909554111,1098145.2273699904,502996.08175811614,291.5241316556691,2446298.6691496545,135691.9441959734,72.26006918170695,Q1
4080575.765766197,4201885.641676823,20.14577818662822,427522.0306550939,829733.4914404224,366522.4667893459,511.5474677613628,1394414.0353596094,170784.3230476441,72.56616020624982,Q4
6549934.40501754,3059275.82433582,17.362987412065216,736098.0144935049,732582.8057763921,359635.1536758003,179.76237372838773,2365382.059533262,179343.70600334657,72.00161803725119,Q3
4216746.707663763,4302892.436457033,16.28014867156938,316135.1505496488,677319.4672918121,304487.7420650647,320.2991729195659,2007136.533918217,268307.17035412963,94.04136589573007,Q3
4677938.483794324,1895918.833428087,19.91345491972757,280343.767968527,739506.0627023743,442359.9065593461,337.41545374123467,1523030.2903016775,264291.81107596896,91.25958915362062,Q2
5813517.21736967,1637294.0485158763,23.32737222231288,533667.7727839958,722364.6362917542,606252.4919243145,386.8629059951478,1796481.8435366098,112799.78364875309,97.18780233448135,Q4
3769135.683566045,2955561.840882705,20.07185032509065,657064.7453918231,834083.2444750975,293246.7085745727,307.83865227767166,2343159.22847835,203845.3877699894,73.40954789599948,Q4
5227459.93460413,3307252.359151446,5.795628843341774,752589.1537186804,832114.7962099729,402421.9456672758,324.6440431603282,2052947.226557617,150329.41016755791,77.95624488747094,Q3
6307142.754282428,2973844.2015247256,8.602115166321493,431167.360569659,800609.2040306829,541222.0555415429,268.6681146062567,2292206.4902362423,111904.65625272658,59.833574505792086,Q4
3392516.7654387727,1346046.3199680988,11.875907111521606,661802.1250146944,887387.63394927,392035.8608754285,321.53015529960857,2988220.292257743,184808.80647029408,89.76934426118274,Q4
5184633.858532304,2928703.968389769,15.130455251054169,494223.7295748939,1038129.2549572682,445237.1796249734,272.5446179602072,1217879.1941444743,178406.20480809262,63.32220448732065,Q4
5259882.794248424,1956424.3995961174,17.588295102345615,474105.90500887705,989910.8270882647,293760.647185312,349.7257511884841,2808606.287484312,369870.1540441866,77.16775563762629,Q2
5781822.87177731,3535738.0390640306,11.371280934232672,632548.9906230009,503020.4063100193,442830.7097207649,270.4311731165093,2052177.9687616064,230307.18777524872,64.02697472367156,Q4
3763049.2891219184,3293278.5968774785,15.933833822385392,597848.4317620129,289215.77301960904,381285.5734995451,330.16803151217493,1550607.9758384358,103566.77494720339,69.11133173261304,Q1
3679543.386915724,2248096.1709381156,11.223085338233387,263541.17645236256,986863.9822478547,498572.9995679863,297.6589749052017,1334843.1871305052,160465.81970803405,66.627375689503,Q2
5521941.565616897,2588906.466130645,11.942410985040258,721481.0524588844,526624.2603169158,518738.6051564751,390.08402006177346,1905439.8046114834,271496.8306800579,68.92124739324183,Q4
5296984.673233186,2152629.1824888387,7.966694515758888,707013.7031221178,755046.9196214633,658956.3642018614,295.8885021129211,2460825.0559622296,346190.9941008948,69.60877296851021,Q4
5250492.850345876,2949856.7221814627,10.383833769445479,406165.5947735706,565977.3947881281,457963.31732135755,158.15740254344948,1936225.439811233,88981.16814334292,69.51731205074923,Q1
5346448.209496976,3764113.856400991,8.241576971918331,559370.5300156113,439603.9124839961,432579.63165821665,400.9537200571193,2755577.465123674,68405.29304026684,83.33333911780306,Q2
4319975.278421509,2211419.162931565,10.120633735113337,574104.5279424108,908292.5456409575,419438.4301577336,227.54141593099047,1274412.1549742206,330967.5622760247,63.9513720693748,Q3
5232253.697161004,3403237.2124142754,20.268208983039198,539101.0648735861,951831.0320605293,364683.3707189312,247.69869290809442,1993955.5260769727,227272.99241596326,77.20541427013868,Q3
5293072.473298681,2575793.9053020473,10.253005555840286,417454.226923187,684697.9198546561,433848.3843461691,252.34709647652062,1373803.2777934405,139219.50876865434,87.17959152305559,Q2
4285648.581973632,2365701.7341901246,28.161910324186955,399256.49480929226,281791.541571018,370459.85898609704,409.9550474536654,2181815.941312484,237424.03602857047,69.86803635486604,Q4
6865774.511144756,2914375.7120363535,17.466589504404446,496166.8893512832,690751.1103495035,416846.0976269614,129.14606288170435,2443443.6950486503,15497.658268818544,67.82081109252398,Q4
5473832.920911787,2171806.1420645006,15.92418061847437,675909.3528889047,878360.8010805093,531759.7535607959,551.0198826927995,1789619.1031594733,200236.28546180128,72.69475374819748,Q3
3808696.502797351,2557080.5557222543,10.708211099093933,581540.0231891648,504217.68624517426,299345.74347203586,384.48454472528414,697893.0716864329,222947.48209901596,86.7972520836071,Q3
5656553.608633829,2041697.6859289212,18.501549397044958,444407.8501870841,836671.9839558312,513987.85611290456,317.8591131303328,2099474.0733982474,264698.9097676481,76.94107630953357,Q3
4025318.3297726787,4571780.106333111,12.121810868811131,615754.8065972517,796938.0301654009,531711.5067339865,295.6084799506971,2218369.275866755,129027.28333952236,69.68785705392402,Q1
5787084.603742452,3028210.8415773828,15.610049073226808,72718.6069054887,915858.2999202177,388193.1473008921,322.8443259886126,2202147.3774808487,205998.10129823512,79.8387665118804,Q3
